日期,计划id,计划名称,推广类型,省份,城市,展现量,点击量,花费,点击率,平均点击花费,千次展现花费,总收藏数,宝贝收藏数,店铺收藏数,总购物车数,直接购物车数,间接购物车数,加购成本,宝贝收藏成本,宝贝收藏转化率,加购率,总预售成交金额,总预售成交笔数,直接预售成交金额,直接预售成交笔数,间接预售成交金额,间接预售成交笔数,总成交金额,直接成交金额,间接成交金额,总成交笔数,直接成交笔数,间接成交笔数,投入产出比,点击转化率,直接点击转化率
2022-02-12,166434923,一环_99999863,智能计划,内蒙,通辽,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,内蒙,呼和浩特,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,内蒙,赤峰,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,内蒙,包头,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,内蒙,阿拉善,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,内蒙,呼伦贝尔,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,营口,5,1,0.43,20.0000,0.43,86.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,铁岭,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,沈阳,13,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,盘锦,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,辽阳,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,锦州,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,阜新,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,抚顺,4,1,0.45,25.0000,0.45,112.50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,丹东,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,大连,14,1,0.42,7.1429,0.42,30.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,朝阳,4,1,0.42,25.0000,0.42,105.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,本溪,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,辽宁,鞍山,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江西,上饶,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江西,南昌,11,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江西,九江,3,1,0.49,33.3333,0.49,163.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江西,赣州,3,1,0.50,33.3333,0.50,166.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江西,抚州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,镇江,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,扬州,7,1,0.50,14.2857,0.50,71.43,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,盐城,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,徐州,13,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,无锡,10,1,0.42,10.0000,0.42,42.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,泰州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,宿迁,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,苏州,12,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,南通,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,南京,10,1,0.47,10.0000,0.47,47.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,连云港,8,1,0.45,12.5000,0.45,56.25,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,江苏,常州,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,吉林,延边自治州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,吉林,通化,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,吉林,松原,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,吉林,辽源,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,吉林,吉林,10,3,1.35,30.0000,0.45,135.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,吉林,白山,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,吉林,白城,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,湘西,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,株洲,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,岳阳,9,4,1.33,44.4444,0.33,147.78,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,永州,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,湘潭,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,邵阳,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,娄底,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,怀化,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,衡阳,6,1,0.50,16.6667,0.50,83.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,郴州,1,1,0.44,100.0000,0.44,440.00,0,0,0,2,0,2,0.22,,0.0000,200.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-12,166434923,一环_99999863,智能计划,湖南,长沙,23,3,1.46,13.0435,0.49,63.48,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖南,常德,10,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,宜昌,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,孝感,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,襄阳,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,咸宁,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,武汉,23,3,1.44,13.0435,0.48,62.61,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,随州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,十堰,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,荆州,3,1,0.45,33.3333,0.45,150.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,荆门,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,黄冈,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,恩施,5,1,0.50,20.0000,0.50,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,湖北,鄂州,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,黑龙江,绥化,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,黑龙江,双鸭山,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,黑龙江,齐齐哈尔,3,1,0.46,33.3333,0.46,153.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,黑龙江,牡丹江,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,黑龙江,鸡西,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,黑龙江,黑河,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,黑龙江,哈尔滨,10,1,0.50,10.0000,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,黑龙江,大庆,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,濮阳,8,2,1.00,25.0000,0.50,125.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,驻马店,10,5,1.42,50.0000,0.28,142.00,0,0,0,2,1,1,0.71,,0.0000,40.0000,,,,,,,738.00,379.00,359.00,2,1,1,519.7183,40.0000,20.0000
2022-02-12,166434923,一环_99999863,智能计划,河南,周口,12,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,郑州,70,3,1.42,4.2857,0.47,20.29,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,许昌,13,1,0.45,7.6923,0.45,34.62,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,信阳,11,2,0.80,18.1818,0.40,72.73,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,新乡,25,3,1.47,12.0000,0.49,58.80,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,商丘,15,3,1.35,20.0000,0.45,90.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,平顶山,14,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,南阳,6,1,0.45,16.6667,0.45,75.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,洛阳,14,1,0.50,7.1429,0.50,35.71,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,开封,10,1,0.50,10.0000,0.50,50.00,0,0,0,1,0,1,0.50,,0.0000,100.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-12,166434923,一环_99999863,智能计划,河南,焦作,13,2,0.95,15.3846,0.48,73.08,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河南,安阳,10,1,0.50,10.0000,0.50,50.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,张家口,7,1,0.17,14.2857,0.17,24.29,0,0,0,0,0,0,,,0.0000,0.0000,,,,,,,359.00,0.00,359.00,1,0,1,2111.7647,100.0000,0.0000
2022-02-12,166434923,一环_99999863,智能计划,河北,邢台,13,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,唐山,13,3,1.35,23.0769,0.45,103.85,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,石家庄,14,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,秦皇岛,9,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,衡水,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,邯郸,9,2,1.00,22.2222,0.50,111.11,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,承德,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,沧州,14,3,1.39,21.4286,0.46,99.29,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,河北,保定,12,2,0.82,16.6667,0.41,68.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,海南,三亚,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,海南,海口,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,贵州,遵义,6,1,0.42,16.6667,0.42,70.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,贵州,贵阳,7,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,贵州,安顺,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,来宾,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,玉林,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,梧州,2,1,0.43,50.0000,0.43,215.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,南宁,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,柳州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,贺州,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,贵港,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,桂林,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广西,北海,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,珠海,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,中山,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,肇庆,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,湛江,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,云浮,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,深圳,24,2,0.99,8.3333,0.50,41.25,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,韶关,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,汕尾,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,汕头,1,1,0.46,100.0000,0.46,460.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,清远,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,梅州,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,茂名,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,揭阳,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,江门,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,惠州,3,1,0.42,33.3333,0.42,140.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,河源,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,广州,27,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,佛山,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,广东,东莞,10,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,甘肃,兰州,17,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,漳州,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,厦门,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,三明,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,泉州,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,莆田,2,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,宁德,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,南平,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,龙岩,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,福建,福州,6,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,北京,北京,55,4,1.73,7.2727,0.43,31.45,1,1,0,0,0,0,,1.73,25.0000,0.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-12,166434923,一环_99999863,智能计划,安徽,亳州,6,2,0.88,33.3333,0.44,146.67,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,宣城,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,芜湖,13,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,铜陵,3,1,0.33,33.3333,0.33,110.00,0,0,0,2,2,0,0.17,,0.0000,200.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-12,166434923,一环_99999863,智能计划,安徽,宿州,9,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,马鞍山,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,六安,10,1,0.47,10.0000,0.47,47.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,黄山,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,淮南,5,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,淮北,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,合肥,18,1,0.45,5.5556,0.45,25.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,阜阳,10,1,0.44,10.0000,0.44,44.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,滁州,4,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,池州,2,1,0.50,50.0000,0.50,250.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,蚌埠,8,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166434923,一环_99999863,智能计划,安徽,安庆,6,1,0.50,16.6667,0.50,83.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,重庆,重庆,79,10,5.52,12.6582,0.55,69.87,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,浙江,衢州,5,1,0.56,20.0000,0.56,112.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,浙江,舟山,3,1,0.60,33.3333,0.60,200.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,浙江,温州,19,2,1.01,10.5263,0.51,53.16,0,0,0,1,0,1,1.01,,0.0000,50.0000,,,,,,,0.00,0.00,0.00,0,0,0,0.0000,0.0000,0.0000
2022-02-12,166903372,一环_13143,智能计划,浙江,台州,11,2,1.07,18.1818,0.54,97.27,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,浙江,宁波,39,6,2.34,15.3846,0.39,60.00,0,0,0,2,2,0,1.17,,0.0000,33.3333,,,,,,,349.00,349.00,0.00,1,1,0,149.1453,16.6667,16.6667
2022-02-12,166903372,一环_13143,智能计划,浙江,丽水,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,浙江,金华,13,2,1.16,15.3846,0.58,89.23,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,浙江,嘉兴,21,1,0.55,4.7619,0.55,26.19,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,浙江,湖州,13,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,浙江,杭州,59,10,5.29,16.9492,0.53,89.66,0,0,0,3,0,3,1.76,,0.0000,30.0000,,,,,,,694.53,0.00,694.53,2,0,2,131.2911,20.0000,0.0000
2022-02-12,166903372,一环_13143,智能计划,云南,玉溪,6,1,0.56,16.6667,0.56,93.33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,云南,普洱,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,云南,曲靖,3,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,云南,临沧,1,0,0.00,0.0000,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,云南,丽江,2,1,0.51,50.0000,0.51,255.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,云南,昆明,26,2,1.19,7.6923,0.60,45.77,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,云南,大理,5,1,0.54,20.0000,0.54,108.00,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,166903372,一环_13143,智能计划,天津,天津,55,10,5.83,18.1818,0.58,106.00,,,,,,,,,,,,,,,,,,,,,,,,,
